movieId,title,genres,combined_features
2237,Without Limits (1998),Drama,Without Limits (1998) Drama
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,Seven Beauties (Pasqualino Settebellezze) (1976) Comedy|Drama
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975) Comedy|Drama
2240,My Bodyguard (1980),Drama,My Bodyguard (1980) Drama
2241,Class (1983),Comedy,Class (1983) Comedy
2242,"Grandview, U.S.A. (1984)",Drama,"Grandview, U.S.A. (1984) Drama"
2243,Broadcast News (1987),Comedy|Drama|Romance,Broadcast News (1987) Comedy|Drama|Romance
2244,"Allnighter, The (1987)",Comedy|Romance,"Allnighter, The (1987) Comedy|Romance"
2245,Working Girl (1988),Comedy|Drama,Working Girl (1988) Comedy|Drama
2246,Stars and Bars (1988),Comedy,Stars and Bars (1988) Comedy
2247,Married to the Mob (1988),Comedy,Married to the Mob (1988) Comedy
2248,Say Anything... (1989),Comedy|Drama|Romance,Say Anything... (1989) Comedy|Drama|Romance
2249,My Blue Heaven (1990),Comedy,My Blue Heaven (1990) Comedy
2250,Men Don't Leave (1990),Drama,Men Don't Leave (1990) Drama
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy,"Cabinet of Dr. Ramirez, The (1991) Comedy"
2252,Hero (1992),Comedy|Drama,Hero (1992) Comedy|Drama
2253,Toys (1992),Action|Comedy|Fantasy,Toys (1992) Action|Comedy|Fantasy
2254,Choices (1981),Drama,Choices (1981) Drama
2255,Young Doctors in Love (1982),Comedy,Young Doctors in Love (1982) Comedy
2256,Parasite (1982),Horror|Sci-Fi,Parasite (1982) Horror|Sci-Fi
2257,No Small Affair (1984),Comedy|Romance,No Small Affair (1984) Comedy|Romance
2258,Master Ninja I (1984),Action,Master Ninja I (1984) Action
2259,Blame It on Rio (1984),Comedy|Romance,Blame It on Rio (1984) Comedy|Romance
2260,Wisdom (1986),Action|Crime,Wisdom (1986) Action|Crime
2261,One Crazy Summer (1986),Comedy,One Crazy Summer (1986) Comedy
2262,About Last Night... (1986),Comedy|Drama|Romance,About Last Night... (1986) Comedy|Drama|Romance
2263,"Seventh Sign, The (1988)",Thriller,"Seventh Sign, The (1988) Thriller"
2264,We're No Angels (1989),Drama,We're No Angels (1989) Drama
2265,Nothing But Trouble (1991),Adventure|Comedy,Nothing But Trouble (1991) Adventure|Comedy
2266,"Butcher's Wife, The (1991)",Comedy|Romance,"Butcher's Wife, The (1991) Comedy|Romance"
2267,Mortal Thoughts (1991),Mystery|Thriller,Mortal Thoughts (1991) Mystery|Thriller
2268,"Few Good Men, A (1992)",Crime|Drama,"Few Good Men, A (1992) Crime|Drama"
2269,Indecent Proposal (1993),Drama,Indecent Proposal (1993) Drama
2270,"Century of Cinema, A (1994)",Documentary,"Century of Cinema, A (1994) Documentary"
2271,Permanent Midnight (1998),Drama,Permanent Midnight (1998) Drama
2272,One True Thing (1998),Drama,One True Thing (1998) Drama
2273,Rush Hour (1998),Action|Thriller,Rush Hour (1998) Action|Thriller
2274,Lilian's Story (1995),Drama,Lilian's Story (1995) Drama
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,Six-String Samurai (1998) Action|Adventure|Sci-Fi
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,"Soldier's Daughter Never Cries, A (1998) Drama"
2277,Somewhere in the City (1997),Drama,Somewhere in the City (1997) Drama
2278,Ronin (1998),Action|Crime|Thriller,Ronin (1998) Action|Crime|Thriller
2279,Urban Legend (1998),Horror|Thriller,Urban Legend (1998) Horror|Thriller
2280,Clay Pigeons (1998),Crime,Clay Pigeons (1998) Crime
2281,Monument Ave. (1998),Crime,Monument Ave. (1998) Crime
2282,Pecker (1998),Comedy|Drama,Pecker (1998) Comedy|Drama
2283,"Sheltering Sky, The (1990)",Drama,"Sheltering Sky, The (1990) Drama"
2284,Bandit Queen (1994),Drama,Bandit Queen (1994) Drama
2285,If.... (1968),Drama,If.... (1968) Drama
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,"Fiendish Plot of Dr. Fu Manchu, The (1980) Comedy"
2287,Them! (1954),Sci-Fi|Thriller|War,Them! (1954) Sci-Fi|Thriller|War
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,"Thing, The (1982) Action|Horror|Sci-Fi|Thriller"
2289,"Player, The (1992)",Comedy|Drama,"Player, The (1992) Comedy|Drama"
2290,Stardust Memories (1980),Comedy|Drama,Stardust Memories (1980) Comedy|Drama
2291,Edward Scissorhands (1990),Drama|Romance,Edward Scissorhands (1990) Drama|Romance
2292,Overnight Delivery (1996),Romance,Overnight Delivery (1996) Romance
2293,Shadrach (1998),Drama,Shadrach (1998) Drama
2294,Antz (1998),Animation|Children's,Antz (1998) Animation|Children's
2295,"Impostors, The (1998)",Comedy,"Impostors, The (1998) Comedy"
2296,"Night at the Roxbury, A (1998)",Comedy,"Night at the Roxbury, A (1998) Comedy"
2297,What Dreams May Come (1998),Drama|Romance,What Dreams May Come (1998) Drama|Romance
2298,Strangeland (1998),Thriller,Strangeland (1998) Thriller
2299,"Battle of the Sexes, The (1959)",Comedy,"Battle of the Sexes, The (1959) Comedy"
2300,"Producers, The (1968)",Comedy|Musical,"Producers, The (1968) Comedy|Musical"
2301,History of the World: Part I (1981),Comedy,History of the World: Part I (1981) Comedy
2302,My Cousin Vinny (1992),Comedy,My Cousin Vinny (1992) Comedy
2303,Nashville (1975),Drama|Musical,Nashville (1975) Drama|Musical
2304,Love Is the Devil (1998),Drama,Love Is the Devil (1998) Drama
2305,Slam (1998),Drama,Slam (1998) Drama
2306,Holy Man (1998),Comedy,Holy Man (1998) Comedy
2307,One Tough Cop (1998),Action|Drama,One Tough Cop (1998) Action|Drama
2308,Detroit 9000 (1973),Action|Crime,Detroit 9000 (1973) Action|Crime
2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama,"Inheritors, The (Die Siebtelbauern) (1998) Drama"
2310,"Mighty, The (1998)",Drama,"Mighty, The (1998) Drama"
2311,2010 (1984),Mystery|Sci-Fi,2010 (1984) Mystery|Sci-Fi
2312,Children of a Lesser God (1986),Drama,Children of a Lesser God (1986) Drama
2313,"Elephant Man, The (1980)",Drama,"Elephant Man, The (1980) Drama"
2314,Beloved (1998),Drama,Beloved (1998) Drama
2315,Bride of Chucky (1998),Horror|Thriller,Bride of Chucky (1998) Horror|Thriller
2316,Practical Magic (1998),Drama|Romance,Practical Magic (1998) Drama|Romance
2317,"Alarmist, The (1997)",Comedy,"Alarmist, The (1997) Comedy"
2318,Happiness (1998),Comedy,Happiness (1998) Comedy
2319,Reach the Rock (1997),Comedy,Reach the Rock (1997) Comedy
2320,Apt Pupil (1998),Drama|Thriller,Apt Pupil (1998) Drama|Thriller
2321,Pleasantville (1998),Comedy,Pleasantville (1998) Comedy
2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,Soldier (1998) Action|Adventure|Sci-Fi|Thriller|War
2323,"Cruise, The (1998)",Documentary,"Cruise, The (1998) Documentary"
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,Life Is Beautiful (La Vita è bella) (1997) Comedy|Drama
2325,Orgazmo (1997),Comedy,Orgazmo (1997) Comedy
2326,Shattered Image (1998),Drama|Thriller,Shattered Image (1998) Drama|Thriller
2327,Tales from the Darkside: The Movie (1990),Horror,Tales from the Darkside: The Movie (1990) Horror
2328,Vampires (1998),Horror,Vampires (1998) Horror
2329,American History X (1998),Drama,American History X (1998) Drama
2330,Hands on a Hard Body (1996),Documentary,Hands on a Hard Body (1996) Documentary
2331,Living Out Loud (1998),Comedy|Romance,Living Out Loud (1998) Comedy|Romance
2332,Belly (1998),Crime|Drama,Belly (1998) Crime|Drama
2333,Gods and Monsters (1998),Drama,Gods and Monsters (1998) Drama
2334,"Siege, The (1998)",Action|Thriller,"Siege, The (1998) Action|Thriller"
2335,"Waterboy, The (1998)",Comedy,"Waterboy, The (1998) Comedy"
2336,Elizabeth (1998),Drama,Elizabeth (1998) Drama
2337,Velvet Goldmine (1998),Drama,Velvet Goldmine (1998) Drama
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,I Still Know What You Did Last Summer (1998) Horror|Mystery|Thriller
2339,I'll Be Home For Christmas (1998),Comedy|Romance,I'll Be Home For Christmas (1998) Comedy|Romance
2340,Meet Joe Black (1998),Romance,Meet Joe Black (1998) Romance
2341,Dancing at Lughnasa (1998),Drama,Dancing at Lughnasa (1998) Drama
2342,Hard Core Logo (1996),Comedy,Hard Core Logo (1996) Comedy
2343,"Naked Man, The (1998)",Drama,"Naked Man, The (1998) Drama"
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,Runaway Train (1985) Action|Adventure|Drama|Thriller
2345,Desert Bloom (1986),Drama,Desert Bloom (1986) Drama
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,"Stepford Wives, The (1975) Sci-Fi|Thriller"
2347,"Pope of Greenwich Village, The (1984)",Action,"Pope of Greenwich Village, The (1984) Action"
2348,Sid and Nancy (1986),Drama,Sid and Nancy (1986) Drama
2349,Mona Lisa (1986),Comedy|Thriller,Mona Lisa (1986) Comedy|Thriller
2350,Heart Condition (1990),Comedy,Heart Condition (1990) Comedy
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,Nights of Cabiria (Le Notti di Cabiria) (1957) Drama
2352,"Big Chill, The (1983)",Comedy|Drama,"Big Chill, The (1983) Comedy|Drama"
2353,Enemy of the State (1998),Action|Thriller,Enemy of the State (1998) Action|Thriller
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,"Rugrats Movie, The (1998) Animation|Children's|Comedy"
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,"Bug's Life, A (1998) Animation|Children's|Comedy"
2356,Celebrity (1998),Comedy,Celebrity (1998) Comedy
2357,Central Station (Central do Brasil) (1998),Drama,Central Station (Central do Brasil) (1998) Drama
2358,Savior (1998),Drama,Savior (1998) Drama
2359,Waking Ned Devine (1998),Comedy,Waking Ned Devine (1998) Comedy
2360,"Celebration, The (Festen) (1998)",Drama,"Celebration, The (Festen) (1998) Drama"
2361,Pink Flamingos (1972),Comedy,Pink Flamingos (1972) Comedy
2362,Glen or Glenda (1953),Drama,Glen or Glenda (1953) Drama
2363,Godzilla (Gojira) (1954),Action|Sci-Fi,Godzilla (Gojira) (1954) Action|Sci-Fi
2364,Godzilla (Gojira) (1984),Action|Sci-Fi,Godzilla (Gojira) (1984) Action|Sci-Fi
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962) Action|Sci-Fi
2366,King Kong (1933),Action|Adventure|Horror,King Kong (1933) Action|Adventure|Horror
2367,King Kong (1976),Action|Adventure|Horror,King Kong (1976) Action|Adventure|Horror
2368,King Kong Lives (1986),Action|Adventure|Horror,King Kong Lives (1986) Action|Adventure|Horror
2369,Desperately Seeking Susan (1985),Comedy|Romance,Desperately Seeking Susan (1985) Comedy|Romance
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,"Emerald Forest, The (1985) Action|Adventure|Drama"
2371,Fletch (1985),Comedy,Fletch (1985) Comedy
2372,Fletch Lives (1989),Comedy,Fletch Lives (1989) Comedy
2373,Red Sonja (1985),Action|Adventure,Red Sonja (1985) Action|Adventure
2374,Gung Ho (1986),Comedy|Drama,Gung Ho (1986) Comedy|Drama
2375,"Money Pit, The (1986)",Comedy,"Money Pit, The (1986) Comedy"
2376,"View to a Kill, A (1985)",Action,"View to a Kill, A (1985) Action"
2377,Lifeforce (1985),Horror|Sci-Fi,Lifeforce (1985) Horror|Sci-Fi
2378,Police Academy (1984),Comedy,Police Academy (1984) Comedy
2379,Police Academy 2: Their First Assignment (1985),Comedy,Police Academy 2: Their First Assignment (1985) Comedy
2380,Police Academy 3: Back in Training (1986),Comedy,Police Academy 3: Back in Training (1986) Comedy
2381,Police Academy 4: Citizens on Patrol (1987),Comedy,Police Academy 4: Citizens on Patrol (1987) Comedy
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,Police Academy 5: Assignment: Miami Beach (1988) Comedy
2383,Police Academy 6: City Under Siege (1989),Comedy,Police Academy 6: City Under Siege (1989) Comedy
2384,Babe: Pig in the City (1998),Children's|Comedy,Babe: Pig in the City (1998) Children's|Comedy
2385,Home Fries (1998),Comedy|Romance,Home Fries (1998) Comedy|Romance
2386,Jerry Springer: Ringmaster (1998),Drama,Jerry Springer: Ringmaster (1998) Drama
2387,Very Bad Things (1998),Comedy|Crime,Very Bad Things (1998) Comedy|Crime
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,Steam: The Turkish Bath (Hamam) (1997) Drama|Romance
2389,Psycho (1998),Crime|Horror|Thriller,Psycho (1998) Crime|Horror|Thriller
2390,Little Voice (1998),Comedy,Little Voice (1998) Comedy
2391,"Simple Plan, A (1998)",Crime|Thriller,"Simple Plan, A (1998) Crime|Thriller"
2392,Jack Frost (1998),Comedy|Drama,Jack Frost (1998) Comedy|Drama
2393,Star Trek: Insurrection (1998),Action|Sci-Fi,Star Trek: Insurrection (1998) Action|Sci-Fi
2394,"Prince of Egypt, The (1998)",Animation|Musical,"Prince of Egypt, The (1998) Animation|Musical"
2395,Rushmore (1998),Comedy,Rushmore (1998) Comedy
2396,Shakespeare in Love (1998),Comedy|Romance,Shakespeare in Love (1998) Comedy|Romance
2397,Mass Appeal (1984),Drama,Mass Appeal (1984) Drama
2398,Miracle on 34th Street (1947),Drama,Miracle on 34th Street (1947) Drama
2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,Santa Claus: The Movie (1985) Adventure|Children's|Fantasy
2400,Prancer (1989),Children's|Drama,Prancer (1989) Children's|Drama
2401,Pale Rider (1985),Western,Pale Rider (1985) Western
2402,Rambo: First Blood Part II (1985),Action|War,Rambo: First Blood Part II (1985) Action|War
2403,First Blood (1982),Action,First Blood (1982) Action
2404,Rambo III (1988),Action|War,Rambo III (1988) Action|War
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,"Jewel of the Nile, The (1985) Action|Adventure|Comedy|Romance"
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,Romancing the Stone (1984) Action|Adventure|Comedy|Romance
2407,Cocoon (1985),Comedy|Sci-Fi,Cocoon (1985) Comedy|Sci-Fi
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,Cocoon: The Return (1988) Comedy|Sci-Fi
2409,Rocky II (1979),Action|Drama,Rocky II (1979) Action|Drama
2410,Rocky III (1982),Action|Drama,Rocky III (1982) Action|Drama
2411,Rocky IV (1985),Action|Drama,Rocky IV (1985) Action|Drama
2412,Rocky V (1990),Action|Drama,Rocky V (1990) Action|Drama
2413,Clue (1985),Comedy|Mystery,Clue (1985) Comedy|Mystery
2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,Young Sherlock Holmes (1985) Action|Adventure|Mystery
2415,Violets Are Blue... (1986),Drama|Romance,Violets Are Blue... (1986) Drama|Romance
2416,Back to School (1986),Comedy,Back to School (1986) Comedy
2417,Heartburn (1986),Comedy|Drama,Heartburn (1986) Comedy|Drama
2418,Nothing in Common (1986),Comedy,Nothing in Common (1986) Comedy
2419,Extremities (1986),Drama|Thriller,Extremities (1986) Drama|Thriller
2420,"Karate Kid, The (1984)",Drama,"Karate Kid, The (1984) Drama"
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,"Karate Kid, Part II, The (1986) Action|Adventure|Drama"
2422,"Karate Kid III, The (1989)",Action|Adventure|Drama,"Karate Kid III, The (1989) Action|Adventure|Drama"
2423,Christmas Vacation (1989),Comedy,Christmas Vacation (1989) Comedy
2424,You've Got Mail (1998),Comedy|Romance,You've Got Mail (1998) Comedy|Romance
2425,"General, The (1998)",Crime,"General, The (1998) Crime"
2426,"Theory of Flight, The (1998)",Comedy|Drama|Romance,"Theory of Flight, The (1998) Comedy|Drama|Romance"
2427,"Thin Red Line, The (1998)",Action|Drama|War,"Thin Red Line, The (1998) Action|Drama|War"
2428,"Faculty, The (1998)",Horror|Sci-Fi,"Faculty, The (1998) Horror|Sci-Fi"
2429,Mighty Joe Young (1998),Adventure|Children's|Drama,Mighty Joe Young (1998) Adventure|Children's|Drama
2430,Mighty Joe Young (1949),Adventure|Children's|Drama,Mighty Joe Young (1949) Adventure|Children's|Drama
2431,Patch Adams (1998),Comedy|Drama,Patch Adams (1998) Comedy|Drama
2432,Stepmom (1998),Drama,Stepmom (1998) Drama
2433,"Civil Action, A (1998)",Drama,"Civil Action, A (1998) Drama"
2434,Down in the Delta (1998),Drama,Down in the Delta (1998) Drama
2435,Hurlyburly (1998),Drama,Hurlyburly (1998) Drama
2436,Tea with Mussolini (1999),Comedy,Tea with Mussolini (1999) Comedy
2437,Wilde (1997),Drama,Wilde (1997) Drama
2438,Outside Ozona (1998),Drama|Thriller,Outside Ozona (1998) Drama|Thriller
2439,Affliction (1997),Drama,Affliction (1997) Drama
2440,Another Day in Paradise (1998),Drama,Another Day in Paradise (1998) Drama
2441,"Hi-Lo Country, The (1998)",Drama|Western,"Hi-Lo Country, The (1998) Drama|Western"
2442,Hilary and Jackie (1998),Drama,Hilary and Jackie (1998) Drama
2443,Playing by Heart (1998),Drama|Romance,Playing by Heart (1998) Drama|Romance
2444,24 7: Twenty Four Seven (1997),Comedy|Drama,24 7: Twenty Four Seven (1997) Comedy|Drama
2445,At First Sight (1999),Drama,At First Sight (1999) Drama
2446,In Dreams (1999),Thriller,In Dreams (1999) Thriller
2447,Varsity Blues (1999),Comedy|Drama,Varsity Blues (1999) Comedy|Drama
2448,Virus (1999),Horror|Sci-Fi,Virus (1999) Horror|Sci-Fi
2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's,"Garbage Pail Kids Movie, The (1987) Adventure|Children's"
2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi,Howard the Duck (1986) Adventure|Children's|Sci-Fi
2451,"Gate, The (1987)",Horror,"Gate, The (1987) Horror"
2452,"Gate II: Trespassers, The (1990)",Horror,"Gate II: Trespassers, The (1990) Horror"
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,"Boy Who Could Fly, The (1986) Drama|Fantasy"
2454,"Fly, The (1958)",Horror|Sci-Fi,"Fly, The (1958) Horror|Sci-Fi"
2455,"Fly, The (1986)",Horror|Sci-Fi,"Fly, The (1986) Horror|Sci-Fi"
2456,"Fly II, The (1989)",Horror|Sci-Fi,"Fly II, The (1989) Horror|Sci-Fi"
2457,Running Scared (1986),Action|Comedy,Running Scared (1986) Action|Comedy
2458,Armed and Dangerous (1986),Comedy|Crime,Armed and Dangerous (1986) Comedy|Crime
2459,"Texas Chainsaw Massacre, The (1974)",Horror,"Texas Chainsaw Massacre, The (1974) Horror"
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,"Texas Chainsaw Massacre 2, The (1986) Horror"
2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror,Leatherface: Texas Chainsaw Massacre III (1990) Horror
2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,"Return of the Texas Chainsaw Massacre, The (1994) Horror"
2463,Ruthless People (1986),Comedy,Ruthless People (1986) Comedy
2464,Trick or Treat (1986),Horror,Trick or Treat (1986) Horror
2465,Deadly Friend (1986),Horror,Deadly Friend (1986) Horror
2466,Belizaire the Cajun (1986),Drama,Belizaire the Cajun (1986) Drama
2467,"Name of the Rose, The (1986)",Mystery,"Name of the Rose, The (1986) Mystery"
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,Jumpin' Jack Flash (1986) Action|Comedy|Romance|Thriller
2469,Peggy Sue Got Married (1986),Comedy|Romance,Peggy Sue Got Married (1986) Comedy|Romance
2470,Crocodile Dundee (1986),Adventure|Comedy,Crocodile Dundee (1986) Adventure|Comedy
2471,Crocodile Dundee II (1988),Adventure|Comedy,Crocodile Dundee II (1988) Adventure|Comedy
2472,Tough Guys (1986),Comedy,Tough Guys (1986) Comedy
2473,Soul Man (1986),Comedy,Soul Man (1986) Comedy
2474,"Color of Money, The (1986)",Drama,"Color of Money, The (1986) Drama"
2475,52 Pick-Up (1986),Action|Mystery|Thriller,52 Pick-Up (1986) Action|Mystery|Thriller
2476,Heartbreak Ridge (1986),Action|War,Heartbreak Ridge (1986) Action|War
2477,Firewalker (1986),Adventure,Firewalker (1986) Adventure
2478,Three Amigos! (1986),Comedy|Western,Three Amigos! (1986) Comedy|Western
2479,Gloria (1999),Drama|Thriller,Gloria (1999) Drama|Thriller
2480,Dry Cleaning (Nettoyage à sec) (1997),Drama,Dry Cleaning (Nettoyage à sec) (1997) Drama
2481,My Name Is Joe (1998),Drama|Romance,My Name Is Joe (1998) Drama|Romance
2482,Still Crazy (1998),Comedy|Romance,Still Crazy (1998) Comedy|Romance
2483,"Day of the Beast, The (El Día de la bestia) (1995)",Comedy|Horror|Thriller,"Day of the Beast, The (El Día de la bestia) (1995) Comedy|Horror|Thriller"
2484,Tinseltown (1998),Comedy,Tinseltown (1998) Comedy
2485,She's All That (1999),Comedy|Romance,She's All That (1999) Comedy|Romance
2486,24-hour Woman (1998),Drama,24-hour Woman (1998) Drama
2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,"Blood, Guts, Bullets and Octane (1998) Action|Comedy"
2488,Peeping Tom (1960),Drama|Horror|Thriller,Peeping Tom (1960) Drama|Horror|Thriller
2489,Spanish Fly (1998),Drama,Spanish Fly (1998) Drama
2490,Payback (1999),Action|Thriller,Payback (1999) Action|Thriller
2491,Simply Irresistible (1999),Comedy|Romance,Simply Irresistible (1999) Comedy|Romance
2492,20 Dates (1998),Comedy,20 Dates (1998) Comedy
2493,"Harmonists, The (1997)",Drama,"Harmonists, The (1997) Drama"
2494,"Last Days, The (1998)",Documentary,"Last Days, The (1998) Documentary"
2495,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi,"Fantastic Planet, The (La Planète sauvage) (1973) Animation|Sci-Fi"
2496,Blast from the Past (1999),Comedy|Romance,Blast from the Past (1999) Comedy|Romance
2497,Message in a Bottle (1999),Romance,Message in a Bottle (1999) Romance
2498,My Favorite Martian (1999),Comedy|Sci-Fi,My Favorite Martian (1999) Comedy|Sci-Fi
2499,God Said 'Ha!' (1998),Comedy,God Said 'Ha!' (1998) Comedy
2500,Jawbreaker (1999),Comedy,Jawbreaker (1999) Comedy
2501,October Sky (1999),Drama,October Sky (1999) Drama
2502,Office Space (1999),Comedy|Romance,Office Space (1999) Comedy|Romance
2503,"Apple, The (Sib) (1998)",Drama,"Apple, The (Sib) (1998) Drama"
2504,200 Cigarettes (1999),Comedy|Drama,200 Cigarettes (1999) Comedy|Drama
2505,8MM (1999),Thriller,8MM (1999) Thriller
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,"Other Sister, The (1999) Comedy|Drama|Romance"
2507,Breakfast of Champions (1999),Comedy,Breakfast of Champions (1999) Comedy
2508,"Breaks, The (1999)",Drama,"Breaks, The (1999) Drama"
2509,Eight Days a Week (1997),Comedy,Eight Days a Week (1997) Comedy
2510,Just the Ticket (1999),Comedy|Romance,Just the Ticket (1999) Comedy|Romance
2511,"Long Goodbye, The (1973)",Crime,"Long Goodbye, The (1973) Crime"
2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama,"Ballad of Narayama, The (Narayama Bushiko) (1982) Drama"
2513,Pet Sematary (1989),Horror,Pet Sematary (1989) Horror
2514,Pet Sematary II (1992),Horror,Pet Sematary II (1992) Horror
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,Children of the Corn II: The Final Sacrifice (1993) Horror
2516,Children of the Corn III (1994),Horror,Children of the Corn III (1994) Horror
2517,Christine (1983),Horror,Christine (1983) Horror
2518,Night Shift (1982),Comedy,Night Shift (1982) Comedy
2519,House on Haunted Hill (1958),Horror,House on Haunted Hill (1958) Horror
2520,Airport (1970),Drama,Airport (1970) Drama
2521,Airport 1975 (1974),Drama,Airport 1975 (1974) Drama
2522,Airport '77 (1977),Drama,Airport '77 (1977) Drama
2523,Rollercoaster (1977),Drama|Thriller,Rollercoaster (1977) Drama|Thriller
2524,"Towering Inferno, The (1974)",Action|Drama,"Towering Inferno, The (1974) Action|Drama"
2525,Alligator (1980),Action|Horror|Sci-Fi,Alligator (1980) Action|Horror|Sci-Fi
2526,Meteor (1979),Sci-Fi,Meteor (1979) Sci-Fi
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,Westworld (1973) Action|Sci-Fi|Thriller|Western
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,Logan's Run (1976) Action|Adventure|Sci-Fi
2529,Planet of the Apes (1968),Action|Sci-Fi,Planet of the Apes (1968) Action|Sci-Fi
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,Beneath the Planet of the Apes (1970) Action|Sci-Fi
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,Battle for the Planet of the Apes (1973) Action|Sci-Fi
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,Conquest of the Planet of the Apes (1972) Action|Sci-Fi
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,Escape from the Planet of the Apes (1971) Action|Sci-Fi
2534,Avalanche (1978),Action,Avalanche (1978) Action
2535,Earthquake (1974),Action,Earthquake (1974) Action
2536,"Concorde: Airport '79, The (1979)",Drama,"Concorde: Airport '79, The (1979) Drama"
2537,Beyond the Poseidon Adventure (1979),Adventure,Beyond the Poseidon Adventure (1979) Adventure
2538,Dancemaker (1998),Documentary,Dancemaker (1998) Documentary
2539,Analyze This (1999),Comedy,Analyze This (1999) Comedy
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,"Corruptor, The (1999) Action|Crime|Drama|Thriller"
2541,Cruel Intentions (1999),Drama,Cruel Intentions (1999) Drama
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,"Lock, Stock & Two Smoking Barrels (1998) Comedy|Crime|Thriller"
2543,Six Ways to Sunday (1997),Comedy,Six Ways to Sunday (1997) Comedy
2544,"School of Flesh, The (L' École de la chair) (1998)",Drama,"School of Flesh, The (L' École de la chair) (1998) Drama"
2545,Relax... It's Just Sex (1998),Comedy,Relax... It's Just Sex (1998) Comedy
2546,"Deep End of the Ocean, The (1999)",Drama,"Deep End of the Ocean, The (1999) Drama"
2547,Harvest (1998),Drama,Harvest (1998) Drama
2548,"Rage: Carrie 2, The (1999)",Horror,"Rage: Carrie 2, The (1999) Horror"
2549,Wing Commander (1999),Action|Sci-Fi,Wing Commander (1999) Action|Sci-Fi
2550,"Haunting, The (1963)",Horror|Thriller,"Haunting, The (1963) Horror|Thriller"
2551,Dead Ringers (1988),Drama|Thriller,Dead Ringers (1988) Drama|Thriller
2552,My Boyfriend's Back (1993),Comedy,My Boyfriend's Back (1993) Comedy
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,Village of the Damned (1960) Horror|Sci-Fi|Thriller
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,Children of the Damned (1963) Horror|Sci-Fi|Thriller
2555,Baby Geniuses (1999),Comedy,Baby Geniuses (1999) Comedy
2556,Telling You (1998),Comedy|Drama|Romance,Telling You (1998) Comedy|Drama|Romance
2557,I Stand Alone (Seul contre tous) (1998),Drama,I Stand Alone (Seul contre tous) (1998) Drama
2558,Forces of Nature (1999),Comedy|Romance,Forces of Nature (1999) Comedy|Romance
2559,"King and I, The (1999)",Animation|Children's,"King and I, The (1999) Animation|Children's"
2560,Ravenous (1999),Drama|Horror,Ravenous (1999) Drama|Horror
